masked sentence,expected
"This may be as [MASK] as writing, this happens, then this, then that, on a sheet of paper, or you might want to write some scenes or topics on index cards and fit them in the correct order before you begin.",simple
The typical life-span of homosexuals suggests that their activities are more destructive than smoking nd as [MASK] as drugs.,dangerous
"Airflow is as [MASK] as size, you can install the biggest condenser that will fit, but it can only perform as well as the amount of airflow it receives.",important
"It's interesting, however, that when Hollywood uses itself as the framework for a story, it's never as [MASK] as Spotlight or All The President's Men.",straightforward
"First of all, with two hit dice at first level and the possibility that gives you of doubling a constitution bonus, the monk is at least as [MASK] as a cleric in hit points, possibly just as strong as a fighter.",strong
Heat tools make our hair more porous than it already is and replenishing that protein is just as [MASK] as moisture.,important
"There were four in all and if there's one thing I have learned about bassists, it's that they are all as [MASK] as dishwater.",dull
"My father, he said, you have made my heart as [MASK] as milk.",white
"They could simply advertise the amount of SumoMe users it would be substantial, but it's no where near as [MASK] as a number in the billions.",exciting
The shop should look and smell as [MASK] as a hospital.,clean
"With our characters dead, Gary and Rob signed our ""death certificates"" on the backs of our character sheets and we all left as [MASK] as clams!",sad
"But the clubs that they are vending, are as [MASK] as a horn.",hollow
"Just as obviously, collusion and price-fixing are not nearly as [MASK] as racism or rape, but all of them are equally indefensible.",evil
Capitalism is as [MASK] as civilization.,old
"Institute of Art student Gloria Pridemore takes on Rodin at the Cleveland Museum of Art in a drawing exercise as [MASK] as museums : learning from the Litt, The Plain Dealer In December, the Cleveland museum completed an eight-year, million expansion and renovation funded by what it calls the largest private capital campaign for a cultural project in Ohio history.",old
"As they sat thus something brushed against Peter as [MASK] as a kiss , and stayed there, as if saying timidly, Can I be of any use?",light
"No , it wasn't as [MASK] as Apple's juggernaut 1.6 million iPhone 3G sold in just 3 months in the US of A but that has dramatically changed over the years -- Android now runs on over a billion devices.",big
"All of which combined to create this tart : And while it may not be as [MASK] as a trip to Cambodia with my family, it's definitely the kind of dessert that takes you out of your surroundings and takes you away to another place.",awesome
Judgment after death is as [MASK] as life.,sure
"If a person accepts any sort of payment for calling a benefit auction ( ""payment"" could be as [MASK] as a meal ) , an individual is required to have an auctioneers license.",simple
"I've reached it long ago, and now I am nearing Eighty With hair as [MASK] as snow.",white
"Maybe the http protocol is not as [MASK] as samba or the control of the player is different (wrong display ratio , stuttering).",effective
A considerable feast is set out on a platter as [MASK] as a shield.,big
You are about as [MASK] as a lump of granite.,elastic
Let's say Rivera's as [MASK] as a whistle but who checks out Vargas.,clean
The Bishop of Greathaven was as [MASK] as a ship heaving landward.,noble
The smell of evil embrocation drifted up even as [MASK] as the clouds of Heaven.,high
"For three years now I've carried this pack with me from place to place a penance a mortification a burden that weighed as [MASK] as sin, thinking never again to open it never again to be asked to take out my chisel or swing my mallet.",heavy
Yes said Gabriel though he felt as [MASK] as the thistle she had just stood on.,crushed
In one boot was thrust a riding crop unusual in that it was as [MASK] as a spear and tipped with tiny steel barbs.,long
It ran as [MASK] as clockwork hard disk floppy drive monitor and printer port.,smooth
"He gathered her to him, his voice low, crooning as [MASK] as honey on a wound. .",soothing
Then she was crying aloud as she felt her body quickening to climax and the tears wet on her own cheeks as she soared to a summit she had never hoped to experience as beautiful and spectacular and as [MASK] as the fireworks of Tivoli and like them over too soon leaving her both satiated yet hungry to renew the experience.,free
He had wooed her with hunger tempered with tenderness lifting her to heights of fulfilment she could never have even imagined before she had met him and she'd been a willing eager vessel wreaking her woman's power over him submitting joyfully to his possession until in the final moment of consummation she had robbed him of his strength leaving him as [MASK] as Samson shorn of his crowning glory.,helpless
The Havvie Blaines of this world ought to wear a sign warning decent women off and he's as [MASK] as the devil which doesn't help.,handsome
And by that maxim McAllister she's as [MASK] as sin and high time Master Neil realised it.,ugly
Her mind leapt as [MASK] as the moon somehow she knew the seal could answer her heart's desire but how could she make it happen.,high
With this Glendower rampaging round Wales as [MASK] as a bird and threatening Ruthyn every time Lord Grey turns his back.,free
Her mouth was as [MASK] as a bone but she resisted ignoring the can he proffered and stared resolutely up at him.,dry
His grip was like iron bands around her wrist his face was as [MASK] as thunder his eyes.,black
A formidable West Indian nurse bellows at me as [MASK] as the rooster himself.,sure
"I am as [MASK] as a feather, I am as happy as an angel, I am as merry as a school-boy.",light
The images were still as [MASK] as the rain that had fallen so dispiritedly on the mourners as they stood at one side of the grave while the rector had intoned the fateful words.,clear
Kate's face went as [MASK] as the towel around her head.,white
In the press in the House of Commons in reports to government departments and in popular folklore there emerged the evacuee stereotype a dirty lice-ridden and foul-mouthed urchin who wet the bed with monotonous regularity preferred fish and chips to a proper three-course meal and was about as [MASK] as a wildcat similarly the evacuee mother appeared as a negligent slut impossible to live with and having the vocabulary of a Billingsgate fish porter.,tame
Whoever painted them saw life as [MASK] as toothpaste or pretended to.,clean
The house was as [MASK] as the garden outside.,silent
It is as [MASK] as the entrance to a tomb.,twisted
Its principal hall which still stands is as long and as [MASK] as a ship with delicately carved kiosks and balconies projecting out over the lake.,narrow
The excitable Delhi poet Mutahhar of Kara went even further The moment I entered this blessed building he writes I saw a soul-animating courtyard as [MASK] as the plain of the world.,wide
I've brought out a pack of cards but when you know you've got them only to while away the hours they are as [MASK] as a stack of washing up.,exciting
If I was lying on that floor I'd be as [MASK] as a cat outside a birdcage.,hungry
The trouble was that it seemed as [MASK] as a lion apologising to a gazelle.,likely
When she asked him if they had really been as [MASK] as angels he had told her abruptly to look at the portraits just as now sensing that she had been hounded out of the house he had given her something to do a task to occupy her hands and head.,beautiful
And then he gave orders to Punch for tea to be prepared and they had a terrible time finding any china that wasn't cracked or broken and then she went on working in the pantry as [MASK] as a mouse and she could hear you both talking as clear as clear.,quiet
She keeps their home as [MASK] as a refrigerator and about as warm.,clean
Whether this was because of the weather which was warm or because they were all as [MASK] as cats or perhaps because they were actors manqu Julia had not yet decided.,curious
Watch that brickwork dry off in the sun it'll be as [MASK] as the arch here in ten minutes.,pale
She wouldn't be here now dressed to the nines for an evening that would be about as [MASK] as an attack of flu if she hadn't again responded in anger to her emotions.,thrilling
She was as [MASK] as a die and a pillar of the community.,straight
Just hanging there from one of the beams swaying as [MASK] as a leaf in the wind.,free
Around it some villagers were drinking their departed companion's health and by the looks of them were almost as [MASK] as the corpse they were mourning.,absurd
Richard Phillips is the Mary Shelley who created the monster and I have no doubts in saying that he is as [MASK] as a snake and supremely gifted in his chosen field.,mad
That was about as [MASK] as a stick of shit in the tub-water.,welcome
It darted out in front of her as [MASK] as quicksilver as Lisa was driving her rusty old Mini towards the exit of the sunlit hotel car park.,sudden
The pleasure he felt and the calmness and the determination burned as [MASK] as the trees in the forest.,dear
In the fuselage holes which are as [MASK] as fanlights showed bright sky on the other side.,big
Benjamin turned as [MASK] as a top his eyes sharp and questioning.,quick
He came back an hour later looking as [MASK] as a cat who'd stolen the cream.,smug
According to Theory Y however the expenditure of physical and mental effort in work is as [MASK] as play or rest.,natural
Standing beside the water tank on top of the caravan's portable step Pa looks as [MASK] as a Zulu in his red stole brown for me with the black umbrella held over his head at full stretch by Ma who is standing behind in the mud and wet with a white towel draped over her arm and her hair flat and all dark with water.,tall
She is as [MASK] as a chemist with her reproaches.,careful
It's as [MASK] as hell said Lydia.,hot
I have been dead for a long time and by day I circle the huge air above the hills and by night I sleep in the quiet rock as [MASK] as the rock and the little worms mean consolation as they eat me.,quiet
I would remember against my will the fragrance of coffee and hot bread the energy that had possessed me so short a time ago when I had felt [MASK] as an eel as powerful as a salmon as sure and quiet and graceful as an owl.,slender
I felt that my life fitted me as [MASK] as a garment designed for somebody else.,ill
reveals the fruit in ripeness when the floss inside is ready to be plucked as [MASK] as the lock of hair I keep with me always from your dear golden head.,soft
He had it then as [MASK] as a map of a well - charted route unfolded on the captain 's table what lay in store for him and for the settlement though the islanders had not burned wet leaves and swelled white smoke into a pillar of cloud to issue a warning the signal might as well have been as clear.,clear
I was given the opportunity to have a rehearsal with him but I declined because I am not like the professionals who can rehearse in detail and then put it over as [MASK] as a daisy when the time comes.,fresh
She rode along swaggering like a man till she came to where the lane turned into the field and there she called out as [MASK] as brass now please the powers I may find a tiger in the field.,bold
By the middle of the century chamber cantatas were being written all over Italy the composers were as [MASK] as the madrigalists of the previous century.,numerous
The treatment of the sky and of the areas between the various landscape objects the boats lighthouses and breakwaters in terms of the same facets or pictorial units into which the objects themselves are dissolved has the effect of making space seem as [MASK] as material one might almost say as pictorial as the solid objects themselves.,real
The dyed black hair was as [MASK] as skin over his head except at the front where there was a curly fringe like the edge of a pie-crust.,tight
But more than that it was the shock a feeling that left his body as [MASK] as ice and sent these involuntary convulsions through him.,cold
It was as [MASK] as a glass of lager.,cold
Because to make a microscope preparation means that the tissue has to be fixed and stained what one sees always looks as if it is a very rigid structure but in the living organism the dendritic pattern of neurons is as [MASK] as the branches of a growing tree in a gentle breeze so changed branching patterns are perhaps not so hard to envisage.,mobile
It was as [MASK] as a stone worn by aeons of tides on the seashore.,blank
The house was as [MASK] as death as the inside of a skull but the year was 1953 I was an atheist and an absolute non-believer in spiritualism ghosts and all that mumbo-jumbo.,quiet
I hesitated a moment then saw her face as [MASK] as the door behind her and gave up.,blank
She clung to him and his mouth found hers and she tasted as fresh and as [MASK] as the morning and desire had exploded within him and he thought that after all he had been wrong once would never be sufficient he wanted her for always he wanted to be with her to share everything with her.,new
It seemed an arid mountain as [MASK] as a chalk down in Sussex.,dry
"It was built of boards, so that the sun made it as [MASK] as an oven.",hot
He was as [MASK] as a raspberry .,purple
"His room was as [MASK] as pitch with the thick darkness (for the shutters were close fastened through fear of robbers), and so I knew that he could not see the opening of the door, and I kept pushing it on steadily, steadily.",black
"You're fun to have around, but this kid is about as [MASK] as a marshmallow!",funny
Guy at Table 5 is as [MASK] as a turd in a toilet bowl while everyone else is wondering why the restaurant just get so hot and stagnant.,happy
The Hollywood action hero is as [MASK] as movies.,old
"For two weeks , he could get as [MASK] as a firecracker.",hot
" she said, smiling as [MASK] as honey , and creeping close up.",sweet
He was as [MASK] as a rail.,skinny
Her eyes were as [MASK] as saucers as her own crotch came into view!,wide
"Mom : You were as [MASK] as an anchor, but I am a certified American as is your dad.",heavy
"On grounds of time, the judge heard just 22 cases before coming to his conclusion that the men before him were as [MASK] as sin.",guilty
"Seeing your hair not reverting back at this point, you may be hyperventilating or perhaps you're as [MASK] as a cucumber or not!",calm
"He was silent like a lamb being led to the butcher, as [MASK] as a sheep having its wool cut off.",quiet
"So, what exactly makes a wine as [MASK] as gold?",good
They are as [MASK] as gold and I believe they wish to remain long term tenants and so wish to offer them a SPT.,good
Sixteen is as [MASK] as a sunrise.,beautiful
they looked as [MASK] as saucers in the light of the moon.,big
My Benelli is as [MASK] as glass and you can really let em rip.,smooth
It's a tale as [MASK] as time.,old
judgment is as [MASK] as death.,sure
"Then we have the characters that don't quite fit either bill, the wonderful anti-heroes such as Watchmen's Rorschach or the Hulk , characters which can either have a strange set of morals that are almost as [MASK] as a villains or those who lose control and can not help their actions despite having them held against them.",sinister
And they are becoming more picky because the kids audience is just as [MASK] as adults.,sophisticated
"Then I took the sinful thing, the calf that you had made, and burned it with fire and crushed it, grinding it very small, until it was as [MASK] as dust.",fine
"With Ruta, it is definitely a case of the age-old adage that change is as [MASK] as a rest.",good
"A four-and-a-half minute instrumental, relying heavily on Quinns guitar and Reeses piano, it comes across as [MASK] as a lullaby.",gentle
"Grandeur was his forte, but he could be as [MASK] as a child and as tender as a mother.",simple
"They have neglected His call, ""Come now , and let us reason together, saith the Lord: though your sins be as scarlet, they shall be as [MASK] as snow"".",white
And he always cuts me off before I explain that US dollars are as [MASK] as bitcoin.,virtual
Proverbial tail is as [MASK] as a shovel.,big
Katy is a Bengal and was as [MASK] as a kitten until she died at age 15.,playful
Hunting packs are capable of running down prey which is  as [MASK] as kudu and zebra (they can reach speeds of up to 70khp)!,large
They are as [MASK] as a tree and as big around as a church.,tall
"It was so feminine, I was as [MASK] as a girl in her clothes.",pretty
They're not quite as [MASK] as racquetballs or topspin as tennis balls.,lively
"It worked and though I was still as [MASK] as heck, I could swallow it and get on with it.",nervous
"When I was finished sanding, it was as [MASK] as a babyswell, you can imagine.",smooth
"It was the perfect combination of sweet, salty, and was almost as [MASK] as a dessert!",good
"That would be nonsense, the Red Queen shook her head , You may call it ""nonsense"" if you like , she said , but I've heard nonsense , compared with which that would be as [MASK] as a dictionary !",sensible
"History and myths punctuate the star gazing , drawing the listener into realising that they are engaging in an activity that is as [MASK] as humanity's curiosity .",old
So spoiled to taste tuscan olive oil that is as [MASK] as a drink !,delicious
"Whatever you need , you'll find our products and their performance  are as [MASK] as gold!",good
"A woodland inn wanders past , as [MASK] as a barrack .",big
"yet , come thou and thy five men , and if I do not leave you all as [MASK] as a doornail , I pray God I may never eat grass more .",dead
"You will therefore permit me to repeat , emphatically , that Marley was as [MASK] as a doornail .",dead
"And then there came a second noise , a whisper of sound which is as [MASK] as a breath .",faint
"Having gathered up the books , he captured Sylvie , and stowed her away under his palett, where she nestled as [MASK] as a mouse , her head just peeping forth .",quiet
"We got a taste of the new version in the most recent trailer for Beauty and the Beast , but now you can listen to that new tale as [MASK] as time in its entirety .",old
"Coming into the game , Morrow , who was celebrating his 27th birthday , looked as [MASK] as gold .",good
"Even worse , folks are about as [MASK] as a plate of lemon-dressed asparagus , or they're just too down-to-Earth for reality TV , so they do n't do much .",interesting
As they say Love is blind but they also say that a nod is as [MASK] as a wink to a blind horse .,good
"In a culture that offers no grace for the imperfect , the concept of ""sin"" is as [MASK] as shrimp and grits .",foreign
"The finished result quite easy to do once you know how , even if you haven't had any practice or experience of paper folding before was as [MASK] as a rock .",solid
The Dornish prince had gone as [MASK] as milk .,white
Some of them are frail physically but are as [MASK] as a button in their minds.,bright
No countered Barney she seems as [MASK] as a pig in poop.,happy
I'm as [MASK] as a kite and there's no champagne in the orange juice.,high
Even though to my mind Bambi Lorrimore and Daffodil Quentin were as [MASK] as salt and strawberries the two women were again positioned opposite each other bound there by the attraction between their men.,comptiable
Whichever room you choose you can make it feel as [MASK] as a coat of empty paint with a coat of paint.,fresh
Her heart felt as [MASK] as the cage in her hands.,empty
You're as [MASK] as a bug in a rug here Myles.,close
"It's small quick a touch faster than the BJ - 200, as [MASK] as an inkjet can be and fairly cheap.",quiet
It's as [MASK] as death out there.,dark
The stone flew in the air across the surface of the water skimming as [MASK] as a bird but only because it bounced on that surface every now and then and refused to sink at the first contact.,free
She watched him gazing amorously at those twin orbs as [MASK] as marble and as plump as pigeons.,white
She marched into his big library as [MASK] as brass and stood in front of his favourite chair.,bold
You were as [MASK] as hell after my bottom.,hot
His dick stood up as [MASK] as a poker but he felt no embarrassment only lust.,stiff
Her flesh is as [MASK] as the flesh of an olive.,tense
Pete didn't know whether to duck or run and the choice was fairly academic anyway as for the moment his body seemed to be about as [MASK] as a sack of rocks.,responsive
They were as [MASK] as sin and they had no conversation and he missed them already.,ugly
The cook came up the side as [MASK] as a monkey and saw what we were doing.,quick
"Ace had been amazed that Dubois had shown virtually no reaction to the TARDIS, beyond a comment that it was almost as [MASK] as the domain of the zombi astral.",strange
Even the eyebrows and the elbows seem as [MASK] as hens on hot griddles by comparison.,busy
But in the following sentences unfinished fragmentary which are as [MASK] as speech we seem to be placed right inside Emma's head.,spontaneous
His Partagas perfecto was champed between his inner tube lips a diamond as [MASK] as a buttercup sparkled on the starched front of his dress shirt a long white silk scarf was casually looped around his lack of a neck.,big
That was a time when young and old had thronged the streets to welcome in a new century and though anything with the 1800s about it was already as [MASK] as history it still took some years before the magical 19 in the date lost its strangeness and one would write it without a slight hesitation.,dead
I shall be as [MASK] as rain in no time.,right
They're as [MASK] as the sun some are even bigger.,big
One minute I'm very small the next minute I'm as [MASK] as a house then I'm small again.,tall
Her mouth felt as [MASK] as a bone and her eyes were closed against the intrusive light.,dry
I throw the rind as [MASK] as a pencil in the direction of the vervet monkeys but they show no understanding of my offer.,thick
So all the fish that use this system whether in the rivers of West Africa or in South America keep their bodies as [MASK] as ramrods and have to propel themselves by undulation of their fins.,stiff
In a single movement he had snatched a vase from the mantelpiece and brought it smashing against Ben's temple as [MASK] as the stone through the French window.,neat
A big broad-shouldered man stood there looking gently down at her he seemed almost as [MASK] as the half-mortals his shadow streaming a long way across the beach.,tall
The wall was as [MASK] as glass but it was as if it revealed only another wall of uniform greyness.,transparent
We'd be as [MASK] as the birds in spring sighed Blake.,happy
C.J. Coventry being the other in 1888 to 89 rotates an arm which is as [MASK] as a spire and has anything but a stony facade.,perpendicular
"The human mother who gave birth to a deformed, bestial hybrid would dote on it blindly, as [MASK] as a tiger of her cub, and as cunning.",protective
The spittle-bug or frog-hopper is equally as [MASK] as an aphid but three or four times the size.,soft
Dan comments Paceley was as [MASK] as a tack and super dependable.,sharp
If I was to break my leg tomorrow I'd be as [MASK] as a parrot but it wouldn't be the end of the world.,sick
Jack Hayden obviously has a very close affinity with William Terris' ghost because when he made a purposeful visit to Covent Garden Station recently he saw him as [MASK] as life as if waiting to welcome him back.,large
It hit the platform fence and ran under the carriage as [MASK] as a flash the boy darted past Charlotte and Albert and tried to look for it under the wheels.,quick
The whole scene to my informant was as [MASK] as a bell but on reflection it would seem as if it was part of an earlier railway system.,clear
Overcoming this Catch 22 has cost modern fusion research billions of dollars so far using arrays of magnets as [MASK] as houses in order to contain the fuel at temperatures ten times hotter even than those in the centre of the Sun and making it dense enough and stable enough that a self-sustaining reaction can occur.,big
Their colours and patterns seemed as [MASK] as the day they were made and she was amazed at their richness compared with the wartime materials she was used to.,fresh
In sporting terms it was about as [MASK] as a showing of Treasure Hunt or Interceptor the TV game shows which have occupied her recently.,relevant
They are as [MASK] as goats on their spindly legs and can be seen grazing on cliff ledges which you would swear were inaccessible to anything without wings.,agile
In Japan talk of corporate governance has been about as [MASK] as sararimen in bowler hats.,common
A mother can seem both ageless and as [MASK] as the hills to her child.,old
Perceptions may change her body can feel as [MASK] as a mountain and her own breathing be heard as an urgent sound coming from a different person.,vast
It was indeed as [MASK] as hell inside the aircraft.,hot
I like being as [MASK] as thieves with her.,thick
It is to be as [MASK] as a city built upon a hill.,visible
Plexiglass used by many modern German artists she considers about as [MASK] as glass can be the antithesis of good glass.,dead
And while not everyone can detect the tonal nuances of brass and chrome jackplugs it's as [MASK] as the selector switch on your 62 Strat that one mag has more body more highs and more sustain than a patent-applied-for Shredbucker.,plain
All at once one of the birds it seemed enormous to the child but may well have been as [MASK] as a sparrow flew into the air and fluttered past the pushchair its wings actually brushing the little girl's face.,small
It's as [MASK] as day tonight.,light
Great care must be exercised with these core pieces as the material is as [MASK] as glass and easily broken by careless handling and assembly.,brittle
He is as [MASK] as a brush and had to be persuaded ours was a worthwhile cause.,stupid
I can go on for another three or four years yet because I'm still as [MASK] as a fiddle he said.,fit
After morning service when the last of the footsteps and voices exchanging greetings had died away she heard the vicar ride off the clip-clop of the horse's hooves as [MASK] as a bell on the cold air.,clear
I'm as [MASK] as a pig deep down she says.,selfish
The songs are consistent in that they are uniformly as [MASK] as an Asian skinhead as profound as a boiled egg and as lifeless as a dick in a refrigerator.,confused
Leo bless him was as [MASK] as sin and James had been referred to by more than one gossip columnist as a sex symbol.,ugly
It's as [MASK] as a cat in hot weather with the lyric amounting to a mere two verses before the vocals just sit down to let the languid groove take over.,lazy
One of his friends who was called John she heard during the introductions was as [MASK] as Larry but dark as a panther cool as a wooded river.,beautiful
He was nearly as [MASK] as the ceiling and hardly had to reach.,tall
She felt as [MASK] as the smell of beer in the air as crude as the wood of the tables as cheap as the picture mirrors on the walls.,heavy
The cause was a common one and as [MASK] as the hills but I was unable to talk about it for years.,old
Perdita went as [MASK] as the guides' unconsumed lemon squash.,green
However despite suffering a minor heart attack 15 years ago Len from Fressingfield Suffolk said he felt as [MASK] as a fiddle and intended to make next year's drop.,fit
And though we give you a finish that's as [MASK] as nails everything is made to a remarkably gentle formulation.,hard
Looking at him as he stared into the night she felt a surge of affection as pure and as [MASK] as the flow of cold air against her face.,elementary
I've only been in your bed with you once and then you were as [MASK] as a cat thinking that sister of yours might come back unexpectedly.,rough
And the Guinea Coast afore that she prompted hoping for tales about unknown Africa that seemed to her as [MASK] as the moon and as far away.,strange
He could feel reserve even hostility coming towards him as [MASK] as the smell of roasting meat.,real
Achieving a maths mark in double figures all tests are marked out of 50 was about as [MASK] as Iceland winning the Eurovision song contest or Michael Jackson growing up to be normal or growing up at all come to that.,likely
It's just as [MASK] as pads or cotton wool balls and is thick extra-absorbent for mopping up jobs and it won't fray either.,soft
She saw the child in the face as [MASK] as paper trembling all over the eyes glazed staring straight ahead and seeing nothing.,white
Although the music they are dealing with is as [MASK] as the hills they have still managed to inject a little of their own venom into what was once regarded as a mummified corpse.,old
It was as [MASK] as a bone under a never-ending roaring waterfall.,dry
And high above at the end of the curve the steep hillsides rose as [MASK] as the rim of the dormant volcano on High Island.,high
After all I felt as [MASK] as a fiddle he explained.,fit
Mogadishu once known as the pearl of the Indian Ocean with its whitewashed buildings leafy streets and pretty pavement cafes is now more bullet-battered than Beirut and about as [MASK] as a saunter through an Iraqi minefield.,safe
It was as [MASK] as the nose on his face.,plain
The house is as [MASK] as a dodo said an insider yesterday.,dead
She could sense the rising tension in the room almost as [MASK] as the scent of all the flowers.,oppressive
Besides none of us ever knew the whole story even though it was as [MASK] as a pikestaff when you came to think about it.,plain
He was a strong healthy lad and as [MASK] as punch to be working with Dad.,pleased
Both are as [MASK] as money in the bank.,gooda
No anaesthetic and you'll feel as [MASK] as rain afterwards.,right
The evening sun glowed from the west as [MASK] as a dinner-gong throwing long purple shadows across the untidy lawn and into the bushes.,cheap
"Nigel muttered, you're as [MASK] as a bat as he went out.",blind
As I turned this thought over in my mind it became as sparkling and as [MASK] as the morning itself.,beautiful
I saw a hole in one of his socks at the back as [MASK] as a potato and offered to do some mending for him.,big
It was a very cold frosty night in December and because the snow on the footpath was hard and uneven and as [MASK] as ice I walked along the edge of the road.,slippery
I saw their uncircumcised members as [MASK] as day and shuddered.,clear
During the meeting with him a few months before his death which was recorded in an article published in the London Review Philip Roth found him as [MASK] as mustard here was someone who listened with the intent stillness of a chipmunk.,keen
The answer is as [MASK] as the sign on a streetcar it is a business man.,obvious
Stuck in the middle of the Oxfordshire countryside with hundreds of noisy incomprehensible children and colleagues who make me feel about as [MASK] as a walk in the rain.,comfortable
He looks about as [MASK] as an anaconda with belly-ache from too much goat-swallowing.,friendly
Before that can happen there has to be peace in Afghanistan and that prospect looks as [MASK] as the end to the drug traffic.,remote
The rest of us were as [MASK] as ITV at last season's denouement between the two clubs.,thrilled
In our North London fastness we are as [MASK] as snowflakes of such matters.,ignorant
We played with Gary player for the first two rounds and he was as [MASK] as sin about our luck with the weather because we caught it again for the second round.,miserable
Agnes watched her walk to the gate as [MASK] as a sparrow and none the worse it seemed for her tumble.,agile
Below the triumphant spires of dock which covered the beds submerged cabbages as [MASK] as footballs could be discerned.,large
If this flow could be transported to North Wales it would stand half as [MASK] as Snowdon if it could be transported to Surrey it would be half as high again as the highest hill and such is the attraction of all high objects from mountains to the cost of living it would be an important landmark regularly thronged in summer with picnickers and ramblers and would feature on scores of postcards.,high
It was as [MASK] as a settee but it was dead quiet.,big
She's as [MASK] as the heather in the dell.,bitter
She's as [MASK] as the heather the bonnie bloomin' heather.,sweet
A horse and a cart that stands as [MASK] as a house and cost the best part of thirty pounds and you lost them both.,high
It's as [MASK] as a war wi ' you two Thomasina had said.,bad
Now the sky grew nearly as [MASK] as night and I galloped into the hotel just as the most torrential downpour I have seen in my life cascaded from the sky as the waters of the Red Sea might have descended on Pharaoh.,black
There are places roped with cablecoil guts as thick as a man as [MASK] as a whisker a rumbling kingdom.,fine
I was as helpless and as [MASK] as the pig on the bench at the top of our garden nearly thirty years ago.,degraded
This room is as [MASK] as a cabin in the frozen woods but it is not so cold as the heart of the person to whom I gave my love my hope my talent.,cold
And then I want my shaft to be as [MASK] as a furlong and time to stand still and my tongue to be dipped in honey.,long
But now it seemed as [MASK] as the confluence of two rivers and needed no words at all.,natural
The sound was as [MASK] as the closing of a coffin lid.,final
He appeared to have a hard grasp on politics current states' rights issues and federal judgeships being contested a scenario that had seemed as [MASK] as the fusillade of laser fire Ali said Muslim spaceships would one day loose on the white devils.,likely
His speed at getting into position is breath-taking almost as [MASK] as the power with which he murders the ball.,unbelievable
Her information came from a huge list which was as [MASK] as a book published free by the Department of the Environment which gave details of old and interesting properties including lighthouses watch towers and windmills throughout England.,thick
Trollope nearly loses control on the subject of The Plumber a man doubtless aware that he is odious to be put down with the tax - gatherer as being as [MASK] as fate and as inexorable.,certain
Both had superb doubly dissected leaves which were as [MASK] as the foliage of ferns hanging down for 2ft or so.,elegant
It was as [MASK] as the island itself if not bigger and the rocks below seemed to be wobbling under the strain of holding it up.,big
Full of fire at the first performance he would be worn out and as [MASK] as marble at the third.,cold
This Marx pointed out was as [MASK] as a belief in fairies.,idle
For the unwary it is a feeling which is as [MASK] as embarrassment or flirtatiousness.,infectious
Montgomery a very outdated figure at the time of his death in 1976 had been Britain's last military hero and he seemed as [MASK] as Wellington or Marlborough.,remote
Compared with the mysteries surrounding the deaths of President Kennedy or Marilyn Monroe the controversy surrounding Spandau's 93-year-old inmate is about as [MASK] as the fall of a dead leaf.,interesting
The glittering courtiers were as [MASK] as the bodies of the soldiers in their bright Second Empire uniforms who lay in the fields of Eastern France.,scattered
It's as [MASK] as a dodo she said referring to the sheep.,dead
We're as [MASK] as thieves the pair of us.,thick
If we were as [MASK] as chickens we could utilise ambient temperature technology.,smart
The canyons of ruins the heaps of pancaked houses formed a front line as [MASK] as the valleys and mountains to the east of the city.,static
A son of the manse he lends to Labour the dark Church of Scotland tones that can make the recession sound as [MASK] as the wind that whips off the Firth of Forth in midwinter.,bleak
Camping in tents and cooped up in those magnificent mobile ovens the crews were understandably as short on fuse as they were long on indestructibility and tantrums were as [MASK] as stones through the windscreen the motley band continued their unsung way across the tropic of Cancer while those celebrated and sponsored Paris-Dakar counterparts roared along to the west.,common
Or rather as she then standing tense in the emptiness felt it she had become something exceedingly smaller than the jar of marmalade and more mobile as [MASK] as a mouse or as an electric spark which was impelled to run very fast invisibly fast round and round the house altering it in some way which was now imperative.,small
And the sleeper opened her eyes which were as [MASK] as periwinkle or the summer sky and the little tailor because he knew this was what he must do bent and kissed the perfect cheek.,blue
For you must know that I had a twin brother who is as beautiful as the day and gentle as a fawn and [MASK] as new bread and butter whose company pleased me so much as mine also pleased him that we swore an oath never to marry but to live forever peacefully in the castle and hunt and play together the livelong day.,wholesome
A small opening sometimes which is as [MASK] as the head of a matchstick is left for the passage of urine and menstrual blood.,small
To him and to most of his European friends it was as [MASK] as daylight in the sky that a war was coming.,clear
Actually sneering isn't at all big or clever and most people that do it are as [MASK] as shite really.,soft
Her husband's a solicitor I said which wasn't strictly true but he was in the legal profession and they're all as [MASK] as thieves as far as I'm concerned.,thick
I feel as [MASK] as salmon arriving a day late for spawning just as everyone is leaving satiated.,futile
All those birds are as [MASK] as dirt around here but I guess if they could be of some use to you that 's great.,common
Her lips were red half - open as if waiting to be kissed displaying teeth as [MASK] as ivory though I noticed one tooth slightly out of line with the others.,white
Two great cats amber-eyed with tufted ears and spotted skins of burnished gold padded as [MASK] as death across the polished floor.,soft
Given that at least in the first year of the new council tax there will still be two-tier authorities in the shires I hope that the Bill will be as [MASK] as a drum to ensure that the tiered authorities that are not up for election do not use that freedom from the ballot box as happened in Nottinghamshire with the poll tax to wreck the council tax in the way that they wrecked the poll tax in its first year.,tight
Tax is about as [MASK] as a trip to the dentist or a dose of malaria.,popular
That'll bring the bruising out and the ankle will be as [MASK] as rain in a week or two.,gooda
You don't have to worry about those sheep Seb they're as [MASK] as bugs in a rug out there but I've given them some more hay just in case.,close
William can be as [MASK] as the devil when he chooses and the sight of a soldier will only make him dig in his heels further.,stubborn
